OBJECTID,Date,Inspector,Protection,Population,Tag_number,Year,Health,Secondary Pads,Tertiary Pads,Quaternary Pads,Length,Width,Monitor,Notes,GlobalID,x,y
364,8/21/2018 16:40,Daisy Carillo,Rocks,Historic,828,2014-2015,0,,,,,,1, All dead,4521d054-6a76-4184-8e7f-3d0285529f99,-119.0876243,35.019031
288,,BW,Rocks and Rebar,Salt,795,2014-2015,,,,,,,0,,5da7e2b9-1759-4383-809a-d13675445fb4,-118.9723807,34.97662021
289,,DC,Rocks and Rebar,Salt,783,2014-2015,,,,,,,0,,eed2b79e-a87e-44c1-82c3-2819be76758a,-118.9716398,34.97689982
293,,DC,Rocks and Rebar,Salt,785,2014-2015,,,,,,,0,,caa6b1c5-584d-4ac4-b6d8-abf5aca5f552,-118.9718705,34.97668204
296,,DC,Vaca,Salt,787,2014-2015,,,,,,,0,,14131425-6854-4528-9bab-2167ec7ac8e7,-118.9721496,34.97651029
302,,DC,Rocks and Rebar,Salt,791,2014-2015,,,,,,,0,,3192afef-e5b2-4a89-b696-4abcad58b3bf,-118.9726973,34.9762076
304,,DC,Rocks and Rebar,Salt,790,2014-2015,,,,,,,0,,b22d7f59-ff78-4202-84c6-a775ed4dda51,-118.9725687,34.97617026
320,,DC,Rebar,Salt,798,2014-2015,,,,,,,0,,baafc1b9-d237-4794-9e66-98c69b9b2675,-118.9719207,34.97695913
325,,DC,Rocks and Rebar,Salt,796,2014-2015,,,,,,,0,,8c262332-bbf6-42f7-9df8-7870361d6196,-118.9722575,34.9767279
329,,DC,Rocks and Rebar,Salt,802,2014-2015,,,,,,,0,,42ba1742-e251-47bd-8c90-269b8e73df81,-118.9721102,34.97687514
334,,DC,Rocks and Rebar,Salt,805,2014-2015,,,,,,,0,,93aa3e11-4eff-4da4-8f3c-a6bc999d220f,-118.9725726,34.97653734
335,,DC,Rocks and Rebar,Salt,804,2014-2015,,,,,,,0,RE-VISIT,ebd81387-d6d3-4e1b-a0ac-d8d62847332f,-118.9724725,34.9766292
336,,DC,Rocks and Rebar,Salt,794,2014-2015,,,,,,,0,,76130281-0771-4760-87cf-345ca3c8107b,-118.9724286,34.9765554
763,7/21/2018 20:16,Brooke Wainwright,Rocks,San Emigdio,764,2014-2015,1,,,,,,0,,b0285e13-7758-4752-b174-460153c9ae8f,-119.1856716,34.98317756
70,7/31/2018 17:17,Brooke Wainwright,Rebar,San Emigdio,777,2014-2015,4,,,,,,0,RE-VISIT. no year-rebar  or tag,e3b75e63-f1fb-4535-87e3-9ab723ae51ce,-119.1726551,35.01022443
773,7/31/2018 17:32,Brooke Wainwright,Rebar,San Emigdio,779,2014-2015,4,,,,,,0,,dba522b0-67b5-43b1-a3b4-c505244ae162,-119.1728028,35.01010805
766,7/21/2018 20:35,Brooke Wainwright,Rocks,San Emigdio,765,2014-2015,5,,,,,,0,,3d1869d0-ba55-4284-b07d-9e0d259972b9,-119.1855417,34.98333227
340,,JV,Rebar,Historic,806,2014-2015,,,,,,,0,some browning; overall green,f05b58e1-6e7f-4325-961a-df6f7bbce1ed,-119.0868063,35.01987858
346,,JV,Vaca,Historic,820,2014-2015,,,,,,,0,,ed2f92b6-aa75-4f48-9b2b-887ddef204e8,-119.0870323,35.01983546
375,,JV,Vaca,Historic,826,2014-2015,,,,,,,0,,d6151762-a312-4c0c-9268-020d2e0463e5,-119.0875584,35.01938149
377,,JV,Rocks,Historic,825,2014-2015,,,,,,,0,,077eb953-f80a-4882-8e24-d880648bf89a,-119.0875595,35.01946622
383,,JV,Rebar,Historic,823,2014-2015,,,,,,,0,,a5a8c8f6-ba1b-407b-af02-1e728dbadf73,-119.0874594,35.01970308
385,,JV,Rebar,Historic,822,2014-2015,,,,,,,0,,fe27f016-8d0f-4008-a24e-c665240a82d0,-119.0874011,35.0198032
428,,JV,Vaca,Historic,810,2014-2015,,,,,,,0,,4f98963f-2f39-4fbf-8666-efaa12952e20,-119.0867984,35.01931013
134,,DC,Rocks and Rebar,Lobos,738,2014-2015,,,,,,,0,,ecf8f3f7-c6b9-4371-ab46-8b48148d3a3c,-119.219194,34.99678956
141,,DC,Rocks and Rebar,Lobos,741,2014-2015,,,,,,,0,,e0ab5c76-b02a-426d-9659-ce6a4e25f0b9,-119.2192447,34.99658275
152,,DC,Rocks,Lobos,743,2014-2015,,,,,,,0,,eea035a9-968f-422b-9cef-2673b6cbb2d3,-119.219221,34.99629783
153,,DC,Rebar,Lobos,745,2014-2015,,,,,,,0,,7cfa138a-08c6-459a-8904-022b6bf84c5a,-119.2192734,34.99605867
154,,DC,Rebar,Lobos,744,2014-2015,,,,,,,0,,8d204c3a-e4ed-42e8-ac48-0d19963567c2,-119.2192578,34.99616946
155,,DC,Rebar,Lobos,746,2014-2015,,,,,,,0,,39a22b9b-f8b5-4306-90fe-bc2c29913f4f,-119.2193117,34.99598632
156,,DC,Rebar,Lobos,747,2014-2015,,,,,,,0,,8b1badfd-1905-4fb3-b9f5-6712f1d0fb0c,-119.2192609,34.99584248
159,,DC,Rebar,Lobos,749,2014-2015,,,,,,,0,,e86c8d07-999d-4fa7-ac89-396f62f24104,-119.2192581,34.99565483
185,,DC,Vaca,Lobos,754,2014-2015,,,,,,,0,I knocked  over a pad,acd954c5-2c5a-4330-8748-5ef44939cefe,-119.2192805,34.99508411
186,,DC,Vaca,Lobos,753,2014-2015,,,,,,,0,,7f91ed7e-3103-498d-b390-7dcba48379b5,-119.2192589,34.9951925
187,,DC,Vaca,Lobos,752,2014-2015,,,,,,,0,,dcdaba47-ed8f-4b30-9732-fb72bc50c2eb,-119.2191894,34.99531029
191,,DC,Vaca,Lobos,755,2014-2015,,,,,,,0,,3d5ebd4b-fde2-4022-bbd2-c530a332768b,-119.2192415,34.99495493
196,,DC,Vaca,Lobos,756,2014-2015,,,,,,,0,,268f1ae9-0dd3-4920-b61d-f70d11addf4a,-119.2192227,34.99479092
214,,DC,Vaca,Lobos,758,2014-2015,,,,,,,0,,80e159a8-c873-45ce-865c-6b79881432f1,-119.2192651,34.9945323
1,,DC,Rocks,San Emigdio,775,2014-2015,,,,,,,0,rebar on side,c6b94bd3-2978-4e5e-bfdf-d5db8a8bd682,-119.1803894,34.99297814
4,,DC,Rocks,San Emigdio,615,2014-2015,,,,,,,0,,b6597108-3da7-43dc-9ba9-a9c25ffb7aae,-119.1803738,34.99299352
26,,GA,Rocks,San Emigdio,773,2014-2015,,,,,,,0,,4b54cbbc-8352-4eaa-9404-b79286a30340,-119.1803902,34.99273945
37,,TB,Rebar,San Emigdio,768,2014-2015,,,,,,,0,RE-VISIT. rebar  removed,1cd01e47-f1cc-47bb-9e67-ed0a87edc7a1,-119.1800942,34.99237079
38,,TB,Rebar,San Emigdio,767,2014-2015,,,,,,,0,,7bd23a25-2a8a-4e08-b477-d02402421fd2,-119.1800705,34.99235292
475,,EP,Rebar,,731,2014-2015,,,,,,,0,,d63a63f0-bc09-4bec-9324-dd0495c4d2d9,-119.2379822,35.02593529
476,,EP,Rebar,,732,2014-2015,,,,,,,0,,67770169-5b2e-489b-89a5-b527854253e3,-119.2381794,35.02586249
479,,EP,Rebar,,733,2014-2015,,,,,,,0,,18f83ddd-1e42-4546-bba9-533b884af947,-119.2382538,35.02570672
481,,EP,Rebar,,728,2014-2015,,,,,,,0,,78ce8001-656c-40ea-a6f6-0e488f98c0f4,-119.2376534,35.02638388
526,,BW,Vaca,,718,2014-2015,,,,,,,0,out growing  Vaca cage,9c2fb6c6-6470-4ff8-b2f3-e28b8a2487fa,-119.2380741,35.02545371
528,,BW,Rebar,,719,2014-2015,,,,,,,0,,9141e668-102c-4cb5-af7c-7a0ef3d3d79e,-119.2379759,35.02560033
529,,BW,Rocks and Rebar,,720,2014-2015,,,,,,,0,,849377ae-4a84-40ea-93ce-8d5c52dc2a36,-119.2378657,35.02575029
530,,BW,Vaca,,721,2014-2015,,,,,,,0,,93023808-c334-4fe5-b006-9b66cb24d384,-119.2378586,35.02581745
531,,BW,Rebar,,722,2014-2015,,,,,,,0,,3cfd1485-c404-47b5-a9fe-43f967ed3895,-119.23774,35.02590997
539,,BW,Rebar,,727,2014-2015,,,,,,,0,,7fea83f8-f698-4bdd-82ae-fb0263cd5de4,-119.2375331,35.02649422
540,,BW,Rebar,,726,2014-2015,,,,,,,0,mostly buried in new sediment,c1165c67-672a-4f26-964f-db0220108ed6,-119.2374152,35.026506
618,,BW,Rebar,,814,2014-2015,,,,,,,0,,33a75474-6c9b-4dcc-a22f-286df1e42973,-119.0870917,35.01903348
634,,BW,Rocks,,760,2014-2015,,,,,,,0,,6fd723e1-7bcb-44b6-8e79-b569804e7a06,-119.1854328,34.98272943
780,8/21/2018 16:31,Brooke Wainwright,Rocks,Historic,863,2015-2016,4,,,,,,0,,91ef5628-5bf1-4b9b-9d2c-b9c53e9e8b2c,-119.0868862,35.01951925
590,8/21/2018 16:14,Brooke Wainwright,Rocks,Historic,0,2015-2016,,,,,,,1,"2017 4 scattered  dead pads, no rock circle or rebar nearby. 2018 not found",49933559-9674-4589-a5e7-f24c3c5039e3,-119.0871782,35.01974966
250,,BW,Rocks,Salt,915,2015-2016,,,,,,,0,,d965f1af-64be-4928-b529-da89af20d676,-118.9720889,34.97720248
251,,BW,Rocks,Salt,914,2015-2016,,,,,,,0,,5f1e66d9-875b-492c-8579-b29a5f49c286,-118.9721238,34.97715509
252,,BW,Rocks,Salt,913,2015-2016,,,,,,,0,,ef279330-bbcf-4afe-b61d-3b19a0d50453,-118.972188,34.97708292
253,,BW,Rebar,Salt,912,2015-2016,,,,,,,0,,7993d7f6-5c71-47a2-b00c-8231b198681d,-118.9722587,34.97701714
254,,BW,Rocks,Salt,911,2015-2016,,,,,,,0,,019f78df-ff5e-4a04-8164-61a46f2b3b07,-118.9723186,34.97696678
260,,BW,Rocks,Salt,905,2015-2016,,,,,,,0,,aafc0332-cec9-469b-bafd-2d7af9a76f61,-118.9728338,34.97657484
261,,BW,Rebar,Salt,904,2015-2016,,,,,,,0,,233d250a-6256-44e9-a723-4e74093d9b07,-118.9728852,34.97651038
262,,BW,Rocks,Salt,903,2015-2016,,,,,,,0,,5b221650-e20a-4c22-bb31-47bdd03f18f3,-118.9729279,34.9764553
263,,BW,Rocks,Salt,902,2015-2016,,,,,,,0,,385ae3ad-8e69-4a44-ae25-7952fef28b71,-118.9729932,34.97637875
264,,BW,Rocks,Salt,901,2015-2016,,,,,,,0,,5894e249-6d5d-4abd-af62-4f9ba5f9bc3e,-118.9730933,34.97629371
281,,BW,Rocks,Salt,892,2015-2016,,,,,,,0,,7db77346-e44d-445a-bc75-9b287c8dab8d,-118.9721782,34.97651635
282,,BW,Rocks,Salt,894,2015-2016,,,,,,,0,,067d5082-5493-4392-aa5e-12a99b21c962,-118.9723168,34.97644198
301,,DC,Rocks and Rebar,Salt,898,2015-2016,,,,,,,0,,6583a371-353d-4646-8361-721a86cc0465,-118.9726327,34.97618236
305,,DC,Rocks,Salt,897,2015-2016,,,,,,,0,,2e9e177f-082b-46ad-b0d2-f470019d9451,-118.9725358,34.97625596
317,,DC,Rocks,Salt,889,2015-2016,,,,,,,0,,0b42b49d-caf8-4b1f-9aaf-0fc7f503c5c3,-118.9719594,34.97672603
318,,DC,Rocks and Rebar,Salt,887,2015-2016,,,,,,,0,,e6be24db-3277-4e12-b286-12b6d3b18875,-118.9717351,34.97687113
322,,DC,Rocks,Salt,885,2015-2016,,,,,,,0,,193771cf-e7ed-4ff6-93f2-2d7cd61e5669,-118.971865,34.97681598
75,7/21/2018 18:56,Brooke Wainwright,Rebar,San Emigdio,855,2015-2016,5,,,,,,0,,3caa4ac8-d1c0-4605-8281-08d7f4655ac3,-119.1857217,34.98343854
765,7/21/2018 20:30,Brooke Wainwright,Rocks,San Emigdio,850,2015-2016,5,,,,,,0,,4b23ab82-d813-4526-9b75-2d5cae2cf26d,-119.1855985,34.98331338
768,7/21/2018 19:10,Brooke Wainwright,Rebar,San Emigdio,855,2015-2016,5,,,,,,1,,33e3344e-1d8b-44b0-b03e-e878e9509496,-119.1857056,34.98339933
343,,JV,Rebar,Historic,858,2015-2016,,,,,,,0,,b52319df-7645-4c6f-baef-e76bc7b5064d,-119.0868696,35.01981012
367,,JV,Rocks,Historic,872,2015-2016,,,,,,,0,,382b5176-323e-42be-875f-6a215b9006c6,-119.0874172,35.01893003
369,,JV,Rocks,Historic,0,2015-2016,,,,,,,0,missing tag,d0f65af9-c402-4f8d-a0fd-5b8c01d8c475,-119.0874232,35.01916421
371,,JV,Rocks,Historic,875,2015-2016,,,,,,,0,,e1f14283-dfb4-408a-820c-23e4f878e11d,-119.0873936,35.01925559
376,,JV,Rocks,Historic,878,2015-2016,,,,,,,0,,ae14170d-4b45-4956-adc3-f045531083a2,-119.0874824,35.01940461
379,,JV,Rocks,Historic,879,2015-2016,,,,,,,0,,8d87a23f-afa8-49b5-97d1-7e61ef48960e,-119.0873914,35.0195064
380,,JV,Rebar,Historic,880,2015-2016,,,,,,,0,,bb43558d-6b2e-4f46-9f23-bc98177484fb,-119.0874607,35.01955922
382,,JV,Rocks,Historic,881,2015-2016,,,,,,,0,,51573797-e8b1-4456-a1cc-d3452a179eb2,-119.0874112,35.01964503
384,,JV,Rocks and Rebar,Historic,882,2015-2016,,,,,,,0,,f7972308-4769-4e75-bbac-263b745f01d1,-119.0874227,35.01972274
394,,JV,Rocks,Historic,868,2015-2016,,,,,,,0,,df8cefa4-1201-4264-9c33-e7917e914f3d,-119.086957,35.01919245
396,,JV,Rocks,Historic,859,2015-2016,,,,,,,0,squished by rock,ee827d09-5f61-4039-a8df-a2109825c8e3,-119.0868744,35.01976159
416,,JV,Rocks,Historic,870,2015-2016,,,,,,,0,,b06065a2-af15-40c3-a193-24ea7eda3f21,-119.0869428,35.01904566
437,,JV,Rocks,Historic,861,2015-2016,,,,,,,0,,e6ec8cad-81d5-4606-91f2-26b9c55c36fe,-119.0868735,35.01963983
211,,DC,Rocks,Lobos,927,2015-2016,,,,,,,0,,ceb01e4d-8095-4cc2-8b47-5c8fd02e5971,-119.2194086,34.99436104
217,,DC,Rocks and Rebar,Lobos,925,2015-2016,,,,,,,0,,5b14c448-c5fe-4543-8999-73cc5d0ffe06,-119.2194206,34.99455942
218,,DC,Rocks,Lobos,924,2015-2016,,,,,,,0,,e48f0068-b268-4d70-a1db-13099ea98056,-119.2194852,34.99464729
220,,DC,Rocks,Lobos,922,2015-2016,,,,,,,1,,c362b150-b855-4828-827c-0fb2bb5897ed,-119.219514,34.99480039
222,,DC,Rebar,Lobos,930,2015-2016,,,,,,,0,,78e179cc-be33-4424-ae25-8812708ab4c4,-119.2193133,34.99464567
226,,DC,Rocks,Lobos,932,2015-2016,,,,,,,0,,2d4a9e7d-ee51-452a-99ff-75d1c866e818,-119.2192906,34.99475861
228,,DC,Rocks and Rebar,Lobos,953,2015-2016,,,,,,,0,,db39dd5c-1ed0-479a-b8e0-65d1f867f0b3,-119.2193051,34.99480973
229,,DC,Rocks,Lobos,934,2015-2016,,,,,,,0,,159adb20-4b90-4726-9eaa-db564fdb471c,-119.2193536,34.9948585
230,,DC,Rocks,Lobos,935,2015-2016,,,,,,,0,,d58403f5-a2df-4352-9369-8fbbca4f570f,-119.2194121,34.99490453
231,,DC,Rocks,Lobos,936,2015-2016,,,,,,,0,,7cbcfd56-03f0-4308-9f18-963dc660d1d3,-119.2193661,34.99496337
236,,DC,Rocks and Rebar,Lobos,938,2015-2016,,,,,,,0,,65c8d566-0a43-498f-bb6d-132958830888,-119.2194222,34.99507614
237,,DC,Rocks,Lobos,939,2015-2016,,,,,,,0,,4e25415c-2075-4e39-b10e-bd1420f10cb3,-119.2194173,34.99512294
239,,DC,Rocks,Lobos,917,2015-2016,,,,,,,0,,f31f62c9-1f28-4c2a-8a1a-4d0877a1c26a,-119.2195261,34.99518569
240,,DC,Rocks and Rebar,Lobos,916,2015-2016,,,,,,,0,,2b7e54ab-01b3-4843-9fb6-3079a8eca2c3,-119.219546,34.99524864
242,,DC,Rocks,Lobos,941,2015-2016,,,,,,,0,,79ef9234-7c07-4a91-acd6-93854312c168,-119.219453,34.99524536
243,,DC,Rocks,Lobos,942,2015-2016,,,,,,,0,,1f842b3a-9890-4fc2-b9ef-f4b20d91e4f6,-119.2194566,34.99528689
12,,DC,Rocks,San Emigdio,842,2015-2016,,,,,,,0,,17b36c05-4504-415c-b081-3b5b58f348e4,-119.1803456,34.99276436
14,,GA,Rocks,San Emigdio,816,2015-2016,,,,,,,0,,51f1f0e7-13b4-4e2f-a7c6-1a2672a5c6ad,-119.1804467,34.99240011
15,,GA,Rocks,San Emigdio,844,2015-2016,,,,,,,0,,34020921-4983-447d-8b10-02f07a3de765,-119.1805112,34.992533
23,,GA,Rocks,San Emigdio,841,2015-2016,,,,,,,0,,9db9f550-cea2-4053-bace-e1d87b21ce51,-119.1804223,34.99267726
41,,TB,Rocks,San Emigdio,839,2015-2016,,,,,,,0,,73306ec0-14c8-4013-84e5-c89c2c89c17a,-119.1801151,34.99238517
54,,BW,Rebar,San Emigdio,832,2015-2016,,,,,,,0,,707bc8d4-6885-475b-9134-0a7daee56574,-119.1728809,35.0105475
55,,BW,Rocks,San Emigdio,833,2015-2016,,,,,,,0,,5550ddf5-7979-4a12-8891-f61df2ffbb63,-119.1728611,35.01058972
57,,BW,Rebar,San Emigdio,834,2015-2016,,,,,,,0,,b18ad796-7514-441f-ac0c-9e3ee4bf1d11,-119.172795,35.01067695
60,,BW,Rocks,San Emigdio,836,2015-2016,,,,,,,0,,aa2f90dd-89fc-4c0f-9b93-32f5c5d6c707,-119.1727647,35.01053118
76,,DC,Rocks,San Emigdio,854,2015-2016,,,,,,,0,,66657315-cf59-4341-86c8-7eb0b6e0b307,-119.1857326,34.98331864
95,,BW,Rocks,San Emigdio,849,2015-2016,,,,,,,0,,63bd5640-9e28-42ff-8e7a-5df7db733a05,-119.1855767,34.98339372
488,,EP,Rebar,,949,2015-2016,,,,,,,0,,b3220504-7b84-4815-873d-3ba082394558,-119.23927,35.02498321
490,,EP,Rebar,,947,2015-2016,,,,,,,0,,fc9f3ef4-9dc7-48ed-bffb-4816fa0f613a,-119.239366,35.02481537
493,,EP,Rocks,,970,2015-2016,,,,,,,0,,92f49c0c-d23a-4322-8071-f1221806ae0f,-119.2396174,35.02456586
494,,EP,Rocks,,971,2015-2016,,,,,,,0,,763c67c0-baa7-4da5-ab68-ced8231448c2,-119.2396471,35.02450452
496,,EP,Rocks,,0,2015-2016,,,,,,,0,RE-VISIT,6e7e556e-952c-4edf-a0e8-27d2015fbd6f,-119.2396103,35.02461819
497,,EP,Rocks,,951,2015-2016,,,,,,,0,,64d98b92-b136-403b-837e-13bd76dcf6a5,-119.2392135,35.02509254
498,,EP,Rocks,,952,2015-2016,,,,,,,0,,55963e28-510b-4a2c-b65d-bc91d6923a60,-119.2391668,35.02515038
562,,BW,Rebar,,964,2015-2016,,,,,,,0,,d2f42977-189e-4eac-b0d7-1497743fa5a1,-119.2395748,35.02499601
563,,BW,Rocks,,966,2015-2016,,,,,,,0,evidence of flowers,28ceeafb-cde4-437e-b6a3-31d39df719af,-119.2395507,35.0248982
566,,BW,Rocks,,963,2015-2016,,,,,,,0,,7d925fcc-5111-40da-b4fa-1953f4091417,-119.2395317,35.02515761
567,,BW,Rocks,,962,2015-2016,,,,,,,0,,9c970c12-c3b3-4ad0-a06d-a5080811b0f6,-119.2395164,35.02522271
568,,BW,Rocks,,961,2015-2016,,,,,,,0,,32f61884-e9e9-48c6-9acc-076585412b05,-119.239521,35.02529524
569,,BW,Rebar,,960,2015-2016,,,,,,,0,,fb775af3-4c94-4710-9dfb-821c80584fc0,-119.2394875,35.02538809
572,,BW,Rocks,,0,2015-2016,,,,,,,0,,bb852298-f88d-42c6-80a9-3f766d90b99b,-119.2390147,35.02555865
574,,BW,Rocks,,955,2015-2016,,,,,,,0,evidence  of  flowers,3813d48a-f3d5-4a3e-8ab2-dad18bf201a8,-119.2391071,35.02543792
575,,BW,Rocks,,954,2015-2016,,,,,,,0,,5d952a80-76b8-42b6-bd94-c86cc850b68c,-119.2391819,35.02531455
576,,BW,Rocks,,953,2015-2016,,,,,,,0,,57b4023d-eb82-4da6-b0b5-ff6d9c309887,-119.2391874,35.02524289
617,8/21/2018 17:49,Brooke Wainwright,Rocks,Historic,480,2016-2017,0,,,,,,2,plain rebar but planted 16-17. 2018 pads absent  ,1fdb4e03-6019-4673-bc5e-d3928e0c6752,-119.0870314,35.0190313
620,8/21/2018 17:39,Brooke Wainwright,Rocks,Historic,418,2016-2017,0,,,,,,2,plain rebar  but  planted  16-17. 2018 pads absent,5aaee2a0-7582-4675-a230-fb7d61c55927,-119.0870007,35.01923679
587,8/21/2018 18:04,Brooke Wainwright,Rocks,Historic,55,2016-2017,1,,,,,,2,,8dff6089-d264-4f6d-8402-e7ffa0a5f419,-119.0866756,35.019141
591,8/21/2018 16:32,Brooke Wainwright,Rocks,Historic,44,2016-2017,1,,,,,,2,,2ab83063-f899-47df-97c9-ce44ce18e890,-119.0868844,35.01953447
596,8/21/2018 17:03,Brooke Wainwright,Rocks,Historic,486,2016-2017,1,,,,,,2, 2018 2 pads alive,e7adcc4b-a134-4351-8bbf-17313d431e19,-119.0865573,35.01927945
597,8/21/2018 17:06,Brooke Wainwright,Rocks,Historic,476,2016-2017,1,,,,,,2,mostly buried  in  sand. 3 pads barely alive. 2018 2 pads barely alive,d2209dd3-8132-43e6-a7de-1e3ba9db300d,-119.0865255,35.01933321
781,8/21/2018 17:44,Brooke Wainwright,Rocks,Historic,296,2016-2017,1,,,,,,2,,b72d10c4-0937-4561-993c-c23a226bec15,-119.0869695,35.01910364
579,8/21/2018 17:08,Brooke Wainwright,Rocks,Historic,378,2016-2017,2,,,,,,2,,b4b80665-aa77-4397-a75c-6fa03ceb040b,-119.0865985,35.01937484
585,8/21/2018 15:46,Daisy Carillo,Rocks,Historic,386,2016-2017,2,,,,,,2,,fccf1e94-c9ae-422e-ad1a-a37963efa77b,-119.0867229,35.01974109
613,8/21/2018 18:05,Brooke Wainwright,Rocks,Historic,373,2016-2017,2,,,,,,2,,fbb70a4a-2d48-42d1-9dc1-dbddb4057ff9,-119.0866117,35.01911873
435,8/21/2018 16:48,Brooke Wainwright,Rocks,Historic,83,2016-2017,3,,,,,,2,,9db3babf-0e3d-46a1-8f72-2a0ddf89ef53,-119.0866608,35.01951475
582,8/21/2018 16:52,Brooke Wainwright,Rocks,Historic,283,2016-2017,3,,,,,,2,,92144a20-77dd-4b32-b756-2963076eb680,-119.0865454,35.01944852
584,8/21/2018 17:37,Brooke Wainwright,Rocks,Historic,298,2016-2017,3,,,,,,2,,73f9f864-0e5a-43cf-bbb0-b0875f15147f,-119.0868516,35.01927581
427,8/21/2018 17:21,Brooke Wainwright,Rocks,Historic,534,2016-2017,5,,,,,,2,,f84f08cc-c2ff-4a86-bb2b-c454037382ef,-119.0867387,35.01927838
594,8/21/2018 17:12,Brooke Wainwright,Rocks,Historic,31,2016-2017,5,,,,,,2,,0c5cdfe4-3467-4097-9822-4c3170e5e07d,-119.0866595,35.01929426
619,8/21/2018 17:46,Brooke Wainwright,Rocks,Historic,50,2016-2017,5,,,,,,2,plan rebar but planted 16-17,38372e23-0311-491e-ab17-c4d5f9491863,-119.0869954,35.01914309
741,8/21/2018 16:50,Daisy Carillo,Rocks,Historic,0,2016-2017,5,,,,,,2,,26f1e662-497a-439d-9eca-3b5c85513e40,-119.0882372,35.01830469
752,8/21/2018 16:26,Daisy Carillo,Rocks,Historic,0,2016-2017,5,,,,,,2,,f1103c3c-1d79-4677-8bdf-ada0c88c8087,-119.0879959,35.01889446
434,8/21/2018 17:15,Brooke Wainwright,Rocks,Historic,379,2016-2017,,,,,,,2, 2018 not found  ,6b86e396-c3b7-44a3-9339-16336f0f4412,-119.0866383,35.01936981
583,8/21/2018 15:57,Brooke Wainwright,Rocks,Historic,394,2016-2017,,,,,,,2, not found,f46dd3c7-f98e-4727-ab55-c13c763fd1e2,-119.08668,35.01974154
204,8/13/2018 17:19,Brooke Wainwright,Rocks,Lobos,0,2016-2017,1,,,,,,2,,a1e6dd4d-e1a6-4a26-80eb-528bc3d1cd73,-119.2191059,34.99449272
209,8/13/2018 17:25,Brooke Wainwright,Rocks,Lobos,0,2016-2017,1,,,,,,2,,21a77a64-b9e8-4c88-a705-3487a6ceb8f3,-119.2193347,34.99430631
775,8/13/2018 15:39,Brooke Wainwright,Rocks,Lobos,0,2016-2017,2,,,,,,2,,7b8713a4-4f4e-4c89-a223-0716fe9dcf5b,-119.2190806,34.99660595
140,8/13/2018 15:39,Brooke Wainwright,Rocks,Lobos,0,2016-2017,3,,,,,,2,RE-VISIT,c8a58840-d3e3-4885-a631-8cc63f86ae03,-119.2191945,34.99661312
146,8/13/2018 15:49,Brooke Wainwright,Rocks,Lobos,0,2016-2017,3,,,,,,2,,0fb4818c-2dc6-48e2-9da8-633e19314f69,-119.219329,34.99651358
160,8/13/2018 15:59,Brooke Wainwright,Rocks,Lobos,0,2016-2017,3,,,,,,2,pads half buried,d113f219-ba6c-44e4-950b-802ce6cec4c0,-119.2192346,34.99562639
777,8/13/2018 16:20,Brooke Wainwright,Rocks,Lobos,0,2016-2017,3,,,,,,2,,473c7175-159e-4189-8cec-9c44164ade46,-119.2190763,34.9952985
131,8/13/2018 15:29,Brooke Wainwright,Rocks,Lobos,0,2016-2017,4,,,,,,2,,6f71611e-12aa-4122-a03a-4cc3dff4d63c,-119.2191847,34.99685026
133,8/13/2018 15:29,Brooke Wainwright,Rocks,Lobos,0,2016-2017,4,,,,,,2,,f33d1370-e9d2-47a6-aa6f-99e4263132d2,-119.219115,34.99679006
194,8/13/2018 16:57,Brooke Wainwright,Rocks,Lobos,0,2016-2017,4,,,,,,2,,5cf6dc6e-cda5-4a8a-bda4-7ad52edee859,-119.2191627,34.99489497
776,8/13/2018 15:50,Brooke Wainwright,Rocks,Lobos,0,2016-2017,4,,,,,,2,,a120c2e6-a4ba-4aa7-9c50-cbc532286368,-119.2191003,34.99616244
166,8/13/2018 16:16,Brooke Wainwright,Rocks,Lobos,0,2016-2017,5,,,,,,2,,312c7fa7-66ff-4955-a6cc-c75d7a07e814,-119.2191822,34.99539124
461,8/20/2018 17:01,Brooke Wainwright,Rocks,Muddy,533,2016-2017,1,,,,,,2,,25d86e67-73bb-40ba-a3ed-c6ce2e659c71,-119.2377903,35.02619092
463,8/20/2018 17:09,Brooke Wainwright,Rocks,Muddy,542,2016-2017,2,,,,,,2,,feaab77e-1882-4bf0-b72c-e9f580353e2d,-119.2379,35.02593833
506,8/20/2018 17:20,Brooke Wainwright,Rocks,Muddy,530,2016-2017,2,,,,,,2,,04e01d81-7550-4068-8c1e-dcad0282974c,-119.2381745,35.02581996
444,8/20/2018 15:59,Brooke Wainwright,Rocks,Muddy,511,2016-2017,3,,,,,,2,,b1b7458a-d534-4e45-8dbd-706947bba78b,-119.238112,35.02530675
446,8/20/2018 16:05,Brooke Wainwright,Rocks,Muddy,513,2016-2017,3,,,,,,2,,84268ecd-3ef0-4995-9e32-695ea82e4a02,-119.2381352,35.02537207
460,8/20/2018 16:41,Brooke Wainwright,Rocks,Muddy,527,2016-2017,3,,,,,,2,,86b2bcb7-a094-4a90-8e33-bf9b300ee303,-119.237512,35.02618812
462,8/20/2018 17:02,Brooke Wainwright,Rocks,Muddy,544,2016-2017,3,,,,,,2,,0326cb0d-8121-486d-b400-9d1e12d7d686,-119.237791,35.02616564
505,8/20/2018 17:19,Brooke Wainwright,Rocks,Muddy,529,2016-2017,3,,,,,,2,,06c6f1b6-ab82-41b2-aecc-093990e9b1a7,-119.2382492,35.02579571
